Genome,Scheme,ST,ldh,cat,lhkA,abcZ,dapE,dat,bglA
GCF_003586835.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_003586865.fna.gz,lmonocytogenes,16,2,2,1,5,7,5,6
GCF_003586885.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_003586905.fna.gz,lmonocytogenes,21,6,3,1,7,10,5,7
GCF_003586915.fna.gz,lmonocytogenes,748,269,10,1,7,19,1,14
GCF_003586945.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003586965.fna.gz,lmonocytogenes,1300,419,5,1,5,7,6,8
GCF_003586985.fna.gz,lmonocytogenes,1288,418,12,3,1,3,2,2
GCF_003587005.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003587025.fna.gz,lmonocytogenes,1286,9,12,3,1,17,2,1
GCF_003587045.fna.gz,lmonocytogenes,746,59,1,3,3,1,3,1
GCF_003587065.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003587075.fna.gz,lmonocytogenes,477,183,6,1,6,4,1,5
GCF_003587105.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003587115.fna.gz,lmonocytogenes,754,272,8,1,5,21,6,10
GCF_003587135.fna.gz,lmonocytogenes,1318,416,18,1,15,18,1,10
GCF_003587165.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003587185.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003587195.fna.gz,lmonocytogenes,403,24,10,1,7,4,5,7
GCF_003587225.fna.gz,lmonocytogenes,740,265,17,1,5,20,1,10
GCF_003587235.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003587265.fna.gz,lmonocytogenes,1290,430,1,3,1,3,7,9
GCF_003587285.fna.gz,lmonocytogenes,742,233,2,1,5,9,5,6
GCF_003587295.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_003587325.fna.gz,lmonocytogenes,743,268,2,1,5,9,5,6
GCF_003587345.fna.gz,lmonocytogenes,1295,412,2,1,5,9,5,6
GCF_003587355.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003587385.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003587405.fna.gz,lmonocytogenes,1294,411,2,1,5,9,5,6
GCF_003587425.fna.gz,lmonocytogenes,1299,183,6,1,5,4,5,7
GCF_003587445.fna.gz,lmonocytogenes,1317,23,4,4,11,26,3,3
GCF_003587465.fna.gz,lmonocytogenes,130,68,22,12,19,25,15,17
GCF_003587485.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003587505.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003587515.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003587545.fna.gz,lmonocytogenes,307,2,8,1,7,4,1,29
GCF_003587565.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003587575.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_003587605.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003587625.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003587635.fna.gz,lmonocytogenes,1298,428,2,1,5,9,5,6
GCF_003587665.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003587685.fna.gz,lmonocytogenes,1297,416,2,1,5,9,5,6
GCF_003587695.fna.gz,lmonocytogenes,1315,427,15,1,9,6,8,10
GCF_003587725.fna.gz,lmonocytogenes,1308,426,19,1,7,6,1,13
GCF_003587745.fna.gz,lmonocytogenes,727,17,1,3,3,1,3,1
GCF_003587765.fna.gz,lmonocytogenes,336,140,3,1,7,10,5,7
GCF_003587785.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003587805.fna.gz,lmonocytogenes,1291,425,1,3,3,1,3,1
GCF_003587825.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003587845.fna.gz,lmonocytogenes,375,96,13,6,7,8,1,6
GCF_003587855.fna.gz,lmonocytogenes,59,1,12,7,11,16,3,1
GCF_003587885.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003587905.fna.gz,lmonocytogenes,1285,105,11,5,1,11,2,1
GCF_003587915.fna.gz,lmonocytogenes,1302,172,3,1,7,10,5,7
GCF_003587945.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003587965.fna.gz,lmonocytogenes,26,2,8,1,5,21,6,10
GCF_003587985.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_003588005.fna.gz,lmonocytogenes,1289,424,12,3,1,3,2,2
GCF_003588015.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_003588045.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003588065.fna.gz,lmonocytogenes,586,233,18,1,15,18,1,10
GCF_003588085.fna.gz,lmonocytogenes,683,2,17,6,5,124,39,5
GCF_003588095.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003588125.fna.gz,lmonocytogenes,451,4,10,1,7,21,1,5
GCF_003588145.fna.gz,lmonocytogenes,1305,421,10,1,7,4,5,7
GCF_003588155.fna.gz,lmonocytogenes,91,2,15,1,7,6,5,6
GCF_003588185.fna.gz,lmonocytogenes,1310,431,15,9,7,8,6,15
GCF_003588205.fna.gz,lmonocytogenes,54,1,12,3,1,17,2,1
GCF_003588225.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003588245.fna.gz,lmonocytogenes,403,24,10,1,7,4,5,7
GCF_003588265.fna.gz,lmonocytogenes,1304,420,10,1,7,4,5,7
GCF_003588275.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003588305.fna.gz,lmonocytogenes,26,2,8,1,5,21,6,10
GCF_003588325.fna.gz,lmonocytogenes,1293,189,2,1,5,9,5,6
GCF_003588335.fna.gz,lmonocytogenes,289,121,2,1,5,9,5,6
GCF_003588365.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003588385.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_003588405.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_003588415.fna.gz,lmonocytogenes,750,271,8,1,5,21,6,10
GCF_003588445.fna.gz,lmonocytogenes,747,270,3,6,5,5,1,7
GCF_003588465.fna.gz,lmonocytogenes,21,6,3,1,7,10,5,7
GCF_003588485.fna.gz,lmonocytogenes,1287,417,12,3,1,3,2,2
GCF_003588505.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003588525.fna.gz,lmonocytogenes,1311,16,8,1,7,6,1,52
GCF_003588545.fna.gz,lmonocytogenes,207,2,10,1,7,41,5,27
GCF_003588565.fna.gz,lmonocytogenes,403,24,10,1,7,4,5,7
GCF_003588585.fna.gz,lmonocytogenes,22,13,3,1,7,10,5,7
GCF_003588605.fna.gz,lmonocytogenes,26,2,8,1,5,21,6,10
GCF_003588615.fna.gz,lmonocytogenes,751,274,6,1,6,4,1,5
GCF_003588645.fna.gz,lmonocytogenes,725,186,3,1,7,10,5,7
GCF_003588665.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_003588675.fna.gz,lmonocytogenes,158,84,5,1,5,7,6,8
GCF_003588705.fna.gz,lmonocytogenes,501,196,8,1,5,21,6,10
GCF_003588725.fna.gz,lmonocytogenes,752,92,5,1,5,7,6,8
GCF_003588735.fna.gz,lmonocytogenes,1313,346,8,1,7,87,6,66
GCF_003588765.fna.gz,lmonocytogenes,727,17,1,3,3,1,3,1
GCF_003588785.fna.gz,lmonocytogenes,755,273,8,1,7,8,6,6
GCF_003588805.fna.gz,lmonocytogenes,746,59,1,3,3,1,3,1
GCF_003588825.fna.gz,lmonocytogenes,252,101,1,3,3,1,3,1
GCF_003588845.fna.gz,lmonocytogenes,456,127,1,3,3,1,3,1
GCF_003588865.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003588885.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003588895.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_003588925.fna.gz,lmonocytogenes,1309,415,15,9,7,8,6,15
GCF_003588945.fna.gz,lmonocytogenes,726,25,15,1,7,6,5,6
GCF_003588965.fna.gz,lmonocytogenes,744,84,65,6,5,21,39,5
GCF_003588985.fna.gz,lmonocytogenes,1314,414,13,1,8,6,5,6
GCF_003588995.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003589025.fna.gz,lmonocytogenes,1063,28,11,7,2,3,3,1
GCF_003589065.fna.gz,lmonocytogenes,278,30,1,3,3,1,3,1
GCF_003589085.fna.gz,lmonocytogenes,738,267,10,1,7,4,5,7
GCF_003589105.fna.gz,lmonocytogenes,739,266,10,48,5,6,5,5
GCF_003589125.fna.gz,lmonocytogenes,728,262,3,6,5,5,1,7
GCF_003589145.fna.gz,lmonocytogenes,1294,411,2,1,5,9,5,6
GCF_003589155.fna.gz,lmonocytogenes,725,186,3,1,7,10,5,7
GCF_003589185.fna.gz,lmonocytogenes,20,7,3,1,17,6,5,13
GCF_003589205.fna.gz,lmonocytogenes,16,2,2,1,5,7,5,6
GCF_003589245.fna.gz,lmonocytogenes,1307,65,16,1,7,7,5,10
GCF_003589275.fna.gz,lmonocytogenes,1296,413,2,1,5,9,5,6
GCF_003589325.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_003589355.fna.gz,lmonocytogenes,415,2,65,6,5,21,39,5
GCF_003589405.fna.gz,lmonocytogenes,-,133,8,1,16,7,13,5
GCF_003589425.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003589445.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003589485.fna.gz,lmonocytogenes,586,233,18,1,15,18,1,10
GCF_003589525.fna.gz,lmonocytogenes,1316,101,12,7,11,16,3,1
GCF_003589565.fna.gz,lmonocytogenes,31,8,10,1,7,19,9,14
GCF_003606465.fna.gz,lmonocytogenes,558,1,12,5,11,38,2,1
GCF_003606525.fna.gz,lmonocytogenes,663,1,12,5,88,3,18,79
GCF_003606675.fna.gz,lmonocytogenes,824,1,12,5,3,70,2,102
GCF_003606775.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003606865.fna.gz,lmonocytogenes,844,37,8,91,8,6,1,6
GCF_003607015.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003607145.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_003607315.fna.gz,lmonocytogenes,848,1,12,4,12,154,3,12
GCF_003589045.fna.gz,lmonocytogenes,733,63,10,1,7,21,1,5
GCF_003589225.fna.gz,lmonocytogenes,1319,198,3,1,17,6,5,13
GCF_003589265.fna.gz,lmonocytogenes,742,233,2,1,5,9,5,6
GCF_003589305.fna.gz,lmonocytogenes,239,16,16,1,7,7,5,10
GCF_003589335.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003589385.fna.gz,lmonocytogenes,724,48,11,5,1,11,2,1
GCF_003589465.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_003589505.fna.gz,lmonocytogenes,671,253,8,1,5,6,1,10
GCF_003589545.fna.gz,lmonocytogenes,108,51,8,1,7,8,6,6
GCF_003606455.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003606515.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003606575.fna.gz,lmonocytogenes,554,5,9,5,2,1,3,1
GCF_003606585.fna.gz,lmonocytogenes,219,5,9,3,1,1,2,2
GCF_003606615.fna.gz,lmonocytogenes,451,4,10,1,7,21,1,5
GCF_003606625.fna.gz,lmonocytogenes,451,4,10,1,7,21,1,5
GCF_003606695.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003606795.fna.gz,lmonocytogenes,831,302,2,6,6,4,13,5
GCF_003606895.fna.gz,lmonocytogenes,382,5,11,5,1,13,2,51
GCF_003606915.fna.gz,lmonocytogenes,834,6,10,1,7,137,6,6
GCF_003606955.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_003607075.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003607195.fna.gz,lmonocytogenes,828,26,8,1,5,143,1,10
GCF_003606755.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003606855.fna.gz,lmonocytogenes,364,26,8,1,7,7,1,10
GCF_003607005.fna.gz,lmonocytogenes,389,1,12,5,52,71,2,1
GCF_003607135.fna.gz,lmonocytogenes,554,5,9,5,2,1,3,1
GCF_003607205.fna.gz,lmonocytogenes,794,7,17,1,7,20,1,10
GCF_003607235.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003607355.fna.gz,lmonocytogenes,365,7,3,1,7,6,5,6
GCF_003607535.fna.gz,lmonocytogenes,554,5,9,5,2,1,3,1
GCF_003606995.fna.gz,lmonocytogenes,217,5,1,3,1,3,7,9
GCF_003607115.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003607305.fna.gz,lmonocytogenes,363,1,57,2,34,14,2,1
GCF_003608175.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003608195.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003607255.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003607845.fna.gz,lmonocytogenes,426,1,48,31,11,3,2,1
GCF_003607865.fna.gz,lmonocytogenes,1717,503,32,24,58,25,89,206
GCF_003606555.fna.gz,lmonocytogenes,206,2,15,1,8,6,5,6
GCF_003606705.fna.gz,lmonocytogenes,654,164,21,47,59,24,71,11
GCF_003606815.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003606935.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003607055.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003607175.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_003607375.fna.gz,lmonocytogenes,631,1,9,3,1,3,2,2
GCF_003608485.fna.gz,lmonocytogenes,477,183,6,1,6,4,1,5
GCF_003590245.fna.gz,lmonocytogenes,663,1,12,5,88,3,18,79
GCF_003606495.fna.gz,lmonocytogenes,782,1,1,5,1,3,2,2
GCF_003606635.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003606735.fna.gz,lmonocytogenes,865,3,16,1,113,68,13,47
GCF_003606835.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003606975.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003607085.fna.gz,lmonocytogenes,639,1,12,5,3,3,69,1
GCF_003607265.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003608795.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003608835.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003609125.fna.gz,lmonocytogenes,551,3,88,1,5,29,5,6
GCF_003609155.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003607295.fna.gz,lmonocytogenes,790,26,8,1,7,4,5,6
GCF_003608425.fna.gz,lmonocytogenes,1040,9,11,7,2,3,3,1
GCF_003608565.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003608665.fna.gz,lmonocytogenes,1213,390,53,26,218,260,27,30
GCF_003608775.fna.gz,lmonocytogenes,635,6,3,1,23,30,6,29
GCF_003608935.fna.gz,lmonocytogenes,391,2,62,1,7,28,5,6
GCF_003609055.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003609215.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003609335.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003609455.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003609475.fna.gz,lmonocytogenes,736,1,4,5,11,16,2,96
GCF_003668095.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003703535.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003607385.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003607415.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003607435.fna.gz,lmonocytogenes,412,2,8,1,7,6,1,52
GCF_003607445.fna.gz,lmonocytogenes,369,3,8,41,53,67,13,47
GCF_003607475.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003607495.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_003607505.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_003607555.fna.gz,lmonocytogenes,1216,2,10,1,7,6,1,10
GCF_003607575.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003607595.fna.gz,lmonocytogenes,843,290,122,6,7,149,1,106
GCF_003607605.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003607615.fna.gz,lmonocytogenes,736,1,4,5,11,16,2,96
GCF_003607655.fna.gz,lmonocytogenes,392,94,12,2,2,3,3,4
GCF_003607665.fna.gz,lmonocytogenes,48,28,11,5,1,11,2,1
GCF_003607675.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003607715.fna.gz,lmonocytogenes,489,1,12,4,11,3,3,9
GCF_003607725.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003607735.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003607775.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_003607795.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003607805.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003607835.fna.gz,lmonocytogenes,224,94,12,2,11,38,3,3
GCF_003607955.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003608015.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_003608075.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003608135.fna.gz,lmonocytogenes,635,6,3,1,23,30,6,29
GCF_003608415.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003608555.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003608625.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003608725.fna.gz,lmonocytogenes,1079,1,12,162,2,43,2,2
GCF_003608885.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003609005.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003609165.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_003609285.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003668005.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003668185.fna.gz,lmonocytogenes,570,7,8,1,5,18,1,5
GCF_003703545.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003703565.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003668195.fna.gz,lmonocytogenes,18,6,15,1,7,18,12,6
GCF_003966045.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003999665.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003607895.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003607905.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003607915.fna.gz,lmonocytogenes,29,3,18,1,15,18,1,10
GCF_003607965.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003608025.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003608095.fna.gz,lmonocytogenes,1041,1,135,2,2,38,3,1
GCF_003608155.fna.gz,lmonocytogenes,199,26,15,1,9,6,8,10
GCF_003608215.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003608235.fna.gz,lmonocytogenes,4,5,12,3,1,3,2,2
GCF_003608255.fna.gz,lmonocytogenes,1125,14,2,1,184,139,6,154
GCF_003608275.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003608295.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003608315.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003608325.fna.gz,lmonocytogenes,31,8,10,1,7,19,9,14
GCF_003608355.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003608375.fna.gz,lmonocytogenes,1113,4,188,1,6,4,1,5
GCF_003608435.fna.gz,lmonocytogenes,1686,204,8,34,5,62,6,6
GCF_003608505.fna.gz,lmonocytogenes,372,2,58,1,7,7,5,10
GCF_003608535.fna.gz,lmonocytogenes,37,8,3,6,5,5,1,7
GCF_003608595.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_003608695.fna.gz,lmonocytogenes,222,2,15,14,21,8,6,6
GCF_003608785.fna.gz,lmonocytogenes,204,4,6,1,5,4,5,7
GCF_003608945.fna.gz,lmonocytogenes,551,3,88,1,5,29,5,6
GCF_003609075.fna.gz,lmonocytogenes,379,1,4,5,2,3,3,1
GCF_003609225.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_003609395.fna.gz,lmonocytogenes,1072,123,59,1,7,221,140,156
GCF_003668115.fna.gz,lmonocytogenes,199,26,15,1,9,6,8,10
GCF_003703595.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_008014805.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_003608655.fna.gz,lmonocytogenes,44,11,4,5,4,3,2,4
GCF_003608735.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003608895.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003609035.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003609175.fna.gz,lmonocytogenes,14,2,13,1,8,6,5,6
GCF_003609295.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003668015.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003668225.fna.gz,lmonocytogenes,16,2,2,1,5,7,5,6
GCF_008269535.fna.gz,lmonocytogenes,2236,109,77,289,76,72,25,71
GCF_008269545.fna.gz,lmonocytogenes,2220,565,370,169,44,488,16,226
GCF_003609345.fna.gz,lmonocytogenes,31,8,10,1,7,19,9,14
GCF_003668055.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003674025.fna.gz,lmonocytogenes,11,2,10,1,7,6,1,6
GCF_003608845.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003608975.fna.gz,lmonocytogenes,85,38,5,1,5,7,6,8
GCF_003609095.fna.gz,lmonocytogenes,155,2,16,1,7,7,5,10
GCF_003609245.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_003609405.fna.gz,lmonocytogenes,121,37,8,1,7,8,6,6
GCF_003668135.fna.gz,lmonocytogenes,648,7,102,34,5,62,6,29
GCF_003703605.fna.gz,lmonocytogenes,71,35,21,13,18,24,17,11
GCF_008269875.fna.gz,lmonocytogenes,2301,601,204,37,401,24,22,33
GCF_003607975.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003608045.fna.gz,lmonocytogenes,321,7,8,34,5,62,6,6
GCF_003608105.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_003608385.fna.gz,lmonocytogenes,199,26,15,1,9,6,8,10
GCF_003608475.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003608605.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003608715.fna.gz,lmonocytogenes,736,1,4,5,11,16,2,96
GCF_003608875.fna.gz,lmonocytogenes,9,4,6,1,6,4,1,5
GCF_003608995.fna.gz,lmonocytogenes,1175,295,53,169,71,72,16,151
GCF_003609105.fna.gz,lmonocytogenes,378,24,19,1,7,6,1,49
GCF_003609275.fna.gz,lmonocytogenes,5,1,11,7,2,3,3,1
GCF_003609415.fna.gz,lmonocytogenes,296,1,12,4,12,61,3,12
GCF_003668165.fna.gz,lmonocytogenes,1064,37,10,1,30,241,6,6
GCF_003703635.fna.gz,lmonocytogenes,6,1,9,5,3,3,3,9
GCF_008270185.fna.gz,lmonocytogenes,2228,527,117,250,56,360,235,352
GCF_003609355.fna.gz,lmonocytogenes,325,8,10,1,7,19,1,14
GCF_003668065.fna.gz,lmonocytogenes,-,7,102,34,5,62,,29
GCF_003703515.fna.gz,lmonocytogenes,1312,92,8,1,7,6,1,52
GCF_008269435.fna.gz,lmonocytogenes,1066,2,8,103,7,242,5,49
GCF_008269735.fna.gz,lmonocytogenes,2195,7,10,1,5,173,13,47
GCF_008270035.fna.gz,lmonocytogenes,2210,457,218,251,41,503,169,32
GCF_008270365.fna.gz,lmonocytogenes,2234,390,13,340,76,93,16,53
GCF_008270525.fna.gz,lmonocytogenes,2239,123,53,46,97,24,32,351
GCF_008270535.fna.gz,lmonocytogenes,2288,599,375,335,390,495,89,30
GCF_008270705.fna.gz,lmonocytogenes,2290,73,298,303,392,126,27,291
GCF_003812545.fna.gz,lmonocytogenes,794,7,17,1,7,20,1,10
GCF_003900515.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_004142705.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_004331855.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_004347335.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_006348975.fna.gz,lmonocytogenes,2,1,11,5,1,11,2,1
GCF_008014905.fna.gz,lmonocytogenes,8,3,2,1,5,9,5,6
GCF_008269445.fna.gz,lmonocytogenes,369,3,8,41,53,67,13,47
GCF_008269765.fna.gz,lmonocytogenes,2201,314,19,1,7,499,1,349
GCF_008270065.fna.gz,lmonocytogenes,2261,295,119,169,198,93,97,71
GCF_008270375.fna.gz,lmonocytogenes,2285,206,117,332,387,366,41,68
GCF_008270675.fna.gz,lmonocytogenes,2230,598,377,26,58,37,24,30
GCF_008754075.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008754085.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_006364035.fna.gz,lmonocytogenes,449,28,1,3,3,1,18,1
GCF_008014935.fna.gz,lmonocytogenes,101,14,15,9,7,8,6,15
GCF_008269565.fna.gz,lmonocytogenes,2232,565,43,44,71,249,235,71
GCF_008269795.fna.gz,lmonocytogenes,2301,601,204,37,401,24,22,33
GCF_008270115.fna.gz,lmonocytogenes,2302,285,171,37,402,504,97,354
GCF_008270435.fna.gz,lmonocytogenes,2211,457,218,251,41,204,169,32
GCF_008270765.fna.gz,lmonocytogenes,2226,314,10,1,53,228,13,47
GCF_008754385.fna.gz,lmonocytogenes,87,39,4,4,12,14,3,1
GCF_008270815.fna.gz,lmonocytogenes,2268,491,298,172,217,497,296,183
GCF_003703655.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003703675.fna.gz,lmonocytogenes,230,26,15,1,5,6,8,10
GCF_003703705.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_003722375.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_003812565.fna.gz,lmonocytogenes,1510,123,72,55,32,24,25,58
GCF_003965855.fna.gz,lmonocytogenes,3,1,4,5,4,3,2,4
GCF_004763665.fna.gz,lmonocytogenes,7,2,5,1,5,7,6,8
GCF_006364655.fna.gz,lmonocytogenes,145,12,11,5,1,11,2,1
GCF_008014945.fna.gz,lmonocytogenes,1,1,1,3,3,1,3,1
GCF_008269595.fna.gz,lmonocytogenes,2213,246,292,28,41,144,70,30
