Scheme	Genome	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
hpylori	GCF_902849915.fna	1645343	53	31044.21	233914	210	0	0	72266	7	50074	13	32828	21
hpylori	GCF_902849965.fna	1681611	210	8007.67	151692	203	94	3	69331	9	45404	15	7104	32
hpylori	GCF_902849975.fna	1646524	51	32284.78	245505	223	0	0	111454	6	54407	10	30292	18
hsuis	GCF_000187605.fna	1669960	319	5234.98	93343	100	0	0	22037	25	11357	46	3177	98
hsuis	GCF_000187625.fna	1635292	136	12024.21	117727	104	0	0	38822	14	24851	25	8368	45
hsuis	GCF_001653055.fna	1634797	42	38923.74	227027	275	793	49	132024	5	89644	8	23428	18
hsuis	GCF_007036205.fna	1694897	3	564965.67	1680021	5825	0	0	1680021	1	1680021	1	1680021	1
hsuis	GCF_013373995.fna	1662732	163	10200.81	102577	207	0	0	22958	24	16830	40	6096	72
hsuis	GCF_013374155.fna	1777109	3	592369.67	1726209	5825	0	0	1726209	1	1726209	1	1726209	1
hsuis	GCF_013374175.fna	1715041	3	571680.33	1689367	5825	0	0	1689367	1	1689367	1	1689367	1
hsuis	GCF_013374195.fna	1738770	4	434692.5	1703808	3831	0	0	1703808	1	1703808	1	1703808	1
hsuis	GCF_013374215.fna	1682860	3	560953.33	1670524	5825	0	0	1670524	1	1670524	1	1670524	1
hsuis	GCF_017979375.fna	1632289	113	14445.04	119371	332	0	0	31398	16	24642	28	8908	47
hsuis	GCF_900099065.fna	1625992	78	20846.05	138944	1017	120	1	46022	12	29279	21	10166	38
hsuis	GCF_900099075.fna	1590325	93	17100.27	104190	1002	207	4	27624	17	20351	29	8959	50
hsuis	GCF_900099085.fna	1616350	78	20722.44	108779	1149	323	3	38883	12	24887	23	9307	42
hsuis	GCF_900099095.fna	1622717	97	16729.04	139520	1017	262	4	31559	16	22627	28	8419	51
hsuis	GCF_900099105.fna	1632397	77	21199.96	157657	1017	250	5	44619	11	32055	20	8939	35
hsuis	GCF_900196795.fna	1636417	82	19956.3	139157	904	179	9	45589	11	31324	19	8897	37
hsuis	GCF_900196825.fna	1641870	84	19546.07	148887	1190	384	17	44929	11	27236	20	8923	40
hsuis	GCF_900196835.fna	1632057	84	19429.25	157580	1019	94	16	44089	12	28403	22	8439	40
hsuis	GCF_900196865.fna	1647490	81	20339.38	157880	1019	89	4	42680	12	31544	21	9303	37
hsuis	GCF_900196915.fna	1644767	78	21086.76	183249	1034	374	14	44807	12	31591	20	10127	36
hsuis	GCF_900196935.fna	1639168	84	19513.9	139132	975	324	19	46278	11	28344	21	8955	39
hsuis	GCF_900196945.fna	1637926	89	18403.66	157621	1019	154	8	38616	15	28613	24	8505	44
hsuis	GCF_900196975.fna	1644324	86	19120.05	163950	955	293	10	48752	11	28321	20	9119	39
hsuis	GCF_900196985.fna	1655684	81	20440.54	183166	1092	373	12	48664	9	29192	17	9057	36
hsuis	GCF_902196095.fna	1633246	89	18351.08	151998	509	0	0	94102	7	58847	12	12112	21
hsuis	GCF_902196105.fna	1589989	37	42972.68	504430	528	0	0	183535	3	139009	5	41372	8
hsuis	GCF_902196115.fna	1708338	79	21624.53	173376	504	0	0	81422	7	43725	13	12280	26
hsuis	GCF_902196125.fna	1630464	74	22033.3	156509	526	0	0	90589	8	62397	12	16644	21
hsuis	GCF_902196135.fna	1652980	47	35169.79	296341	508	0	0	99305	5	75049	8	41223	13
hsuis	GCF_902196145.fna	1592570	51	31226.86	294791	550	0	0	232210	3	77987	6	33134	11
hsuis	GCF_902196155.fna	1606557	59	27229.78	177323	545	0	0	91047	6	44629	11	19591	21
hsuis	GCF_902312325.fna	1669985	88	18977.1	192785	509	0	0	76845	7	63251	12	11646	23
hsuis	GCF_902312335.fna	1644862	76	21642.92	193020	525	0	0	81590	7	49241	12	11921	23
hsuis	GCF_902312345.fna	1632023	82	19902.72	192834	533	0	0	73443	8	43520	14	10357	26
kaerogenes	GCF_000215745.fna	5280350	1	5280350	5280350	5280350	1	1	5280350	1	5280350	1	5280350	1
kaerogenes	GCF_000334515.fna	5591105	3	1863701.67	5419609	9294	0	0	5419609	1	5419609	1	5419609	1
kaerogenes	GCF_000383335.fna	5143280	1	5143280	5143280	5143280	726	29	5143280	1	5143280	1	5143280	1
kaerogenes	GCF_000534075.fna	5267597	5	1053519.4	4510681	1248	10552	11	4510681	1	4510681	1	741924	2
kaerogenes	GCF_000534095.fna	5266348	4	1316587	5251553	1248	12550	13	5251553	1	5251553	1	5251553	1
kaerogenes	GCF_000534115.fna	5349573	8	668696.62	3371162	1248	14506	11	3371162	1	805838	2	416163	4
kaerogenes	GCF_000534135.fna	5361838	4	1340459.5	5323067	1271	28834	16	5323067	1	5323067	1	5323067	1
kaerogenes	GCF_000534235.fna	5407983	3	1802661	5309442	9281	6043	13	5309442	1	5309442	1	5309442	1
kaerogenes	GCF_000534255.fna	5408999	2	2704499.5	5399718	9281	18098	14	5399718	1	5399718	1	5399718	1
kaerogenes	GCF_000534315.fna	5331287	4	1332821.75	3814184	9293	12420	12	3814184	1	3814184	1	1105300	2
kaerogenes	GCF_000534335.fna	5443807	6	907301.17	5287356	1248	16600	15	5287356	1	5287356	1	5287356	1
kaerogenes	GCF_000692155.fna	5323323	13	409486.38	3045460	1405	30120	27	3045460	1	607620	3	334869	5
kaerogenes	GCF_000692175.fna	5299010	4	1324752.5	4119649	37994	32814	29	4119649	1	4119649	1	743317	2
kaerogenes	GCF_000692195.fna	5309279	8	663659.88	3031633	1846	32188	24	3031633	1	777224	2	360014	5
kaerogenes	GCF_000692215.fna	5311507	2	2655753.5	4474004	837503	24982	19	4474004	1	4474004	1	837503	2
kaerogenes	GCF_000755545.fna	5084929	1	5084929	5084929	5084929	800	8	5084929	1	5084929	1	5084929	1
kaerogenes	GCF_000802765.fna	5661857	202	28029	482894	501	0	0	144616	14	97361	23	34859	42
kaerogenes	GCF_000956775.fna	5068583	55	92156.05	503496	500	0	0	187837	8	152091	14	80494	24
kaerogenes	GCF_000956895.fna	5349781	91	58788.8	438771	527	0	0	144912	13	86754	23	34226	40
kaerogenes	GCF_000957275.fna	5242842	81	64726.44	527584	522	0	0	179276	10	103363	17	43101	29
kaerogenes	GCF_000957485.fna	5225128	66	79168.61	489947	534	0	0	179236	10	133634	17	65155	27
kaerogenes	GCF_000957525.fna	5125060	54	94908.52	523015	565	0	0	207110	8	151741	14	81474	24
kaerogenes	GCF_000957705.fna	5382285	67	80332.61	551714	539	0	0	168890	10	113343	18	50921	31
kaerogenes	GCF_000957715.fna	5352877	94	56945.5	438752	511	0	0	144912	13	85695	23	34234	40
kaerogenes	GCF_000957725.fna	5352046	99	54061.07	303089	525	0	0	144925	14	91652	23	34334	40
kaerogenes	GCF_000958075.fna	5239982	60	87333.03	514446	500	1	1	197189	8	157886	14	77784	23
kaerogenes	GCF_000958305.fna	5451356	82	66479.95	399593	501	0	0	172208	10	130373	17	76421	28
kaerogenes	GCF_001006555.fna	5136505	52	98778.94	446471	775	0	0	200330	10	121471	16	68223	27
kaerogenes	GCF_001011175.fna	5321856	54	98552.89	472803	515	0	0	193237	9	147215	15	73118	25
kaerogenes	GCF_001011185.fna	5286153	48	110128.19	475692	515	0	0	320661	8	221380	12	88393	18
kaerogenes	GCF_001011195.fna	5409557	64	84524.33	540926	520	0	0	181147	9	107466	17	60760	30
kaerogenes	GCF_001011205.fna	5129763	44	116585.52	489825	591	0	0	240659	8	181834	13	99334	20
kaerogenes	GCF_001011255.fna	5549756	91	60986.33	378102	506	0	0	116533	14	80286	27	40239	45
kaerogenes	GCF_001011265.fna	5189066	49	105899.31	481183	541	0	0	255789	8	181833	12	87214	20
kaerogenes	GCF_001011295.fna	5050124	48	105210.92	649874	566	0	0	338164	6	175246	11	84018	19
kaerogenes	GCF_001011305.fna	5069421	51	99400.41	478836	557	0	0	243424	8	147729	14	63003	25
kaerogenes	GCF_001011335.fna	5080891	65	78167.55	531703	521	0	0	178594	9	107887	16	40779	30
kaerogenes	GCF_001011355.fna	4943701	49	100891.86	522585	601	0	0	184461	8	138571	14	72751	24
kaerogenes	GCF_001011375.fna	5149816	33	156055.03	691411	591	0	0	377154	6	213770	9	88574	16
kaerogenes	GCF_001011385.fna	5041402	56	90025.04	492039	541	0	0	211371	8	166285	13	78031	22
kaerogenes	GCF_001011415.fna	5307185	49	108309.9	482624	591	0	0	252718	8	152672	13	76886	23
kaerogenes	GCF_001011425.fna	5050791	51	99035.12	478382	529	0	0	175826	8	140373	15	83932	25
kaerogenes	GCF_001011455.fna	5283991	53	99697.94	472482	516	0	0	243532	8	147205	14	76542	24
kaerogenes	GCF_001011475.fna	5314046	68	78147.74	396736	504	0	0	224396	9	142622	15	73156	27
kaerogenes	GCF_001011495.fna	5308780	54	98310.74	471757	548	0	0	205012	8	133937	14	83556	24
kaerogenes	GCF_001011515.fna	5091291	48	106068.56	488773	544	0	0	180243	9	134586	15	85864	24
kaerogenes	GCF_001011535.fna	5610991	98	57255.01	419351	506	0	0	142495	14	83742	25	37789	43
kaerogenes	GCF_001011545.fna	5120292	59	86784.61	669429	557	0	0	204745	8	142768	14	64144	24
kaerogenes	GCF_001011575.fna	5122002	44	116409.14	558530	515	0	0	290665	7	183974	11	79271	20
kaerogenes	GCF_001011595.fna	5418435	54	100341.39	583278	519	0	0	293452	7	194672	12	73393	22
kaerogenes	GCF_001011615.fna	5364574	80	67057.18	375252	545	0	0	151735	12	88696	22	40877	38
kaerogenes	GCF_001011625.fna	5288169	69	76640.13	491278	530	0	0	183292	9	110044	16	53211	30
kaerogenes	GCF_001011645.fna	5150212	48	107296.08	614422	518	0	0	232593	8	151513	13	83889	21
kaerogenes	GCF_001011795.fna	5530201	58	95348.29	522983	546	0	0	205281	9	111414	16	71810	28
kaerogenes	GCF_001011815.fna	5238688	58	90322.21	521739	591	0	0	242423	8	154617	13	83877	22
kaerogenes	GCF_001011915.fna	5202438	56	92900.68	400510	591	0	0	191202	9	134760	16	61574	28
kaerogenes	GCF_001011935.fna	5321799	64	83153.11	407673	560	0	0	183531	10	116153	18	59704	30
kaerogenes	GCF_001021995.fna	5138968	2	2569484	5124987	13981	0	0	5124987	1	5124987	1	5124987	1
kaerogenes	GCF_001030055.fna	5028309	85	59156.58	459638	1094	0	0	99688	14	75723	25	32245	45
kaerogenes	GCF_001030125.fna	4980026	6	830004.33	2713780	41067	8099	9	2713780	1	1135121	2	397310	4
kaerogenes	GCF_001030165.fna	5197928	3	1732642.67	5187291	1248	8135	14	5187291	1	5187291	1	5187291	1
kaerogenes	GCF_001030185.fna	5056241	5	1011248.2	3547674	39900	11591	11	3547674	1	3547674	1	1293528	2
kaerogenes	GCF_001052095.fna	5224394	194	26929.87	162818	204	102	2	68052	27	40932	46	19140	81
kaerogenes	GCF_001052565.fna	5164085	94	54937.07	275273	207	201	3	98012	16	78845	27	35247	45
kaerogenes	GCF_001053235.fna	5177165	81	63915.62	374348	212	309	5	123860	15	87202	25	45423	40
kaerogenes	GCF_001053595.fna	5219465	207	25214.81	240374	203	100	1	59739	28	34522	52	17370	94
kaerogenes	GCF_001054275.fna	5181029	79	65582.65	483663	235	102	3	107294	14	78513	26	39944	43
kaerogenes	GCF_001054315.fna	5147841	225	22879.29	154531	201	2	1	50331	33	34522	58	16630	101
kaerogenes	GCF_001054405.fna	5168649	79	65425.94	243936	213	300	3	157566	14	86757	23	41497	38
kaerogenes	GCF_001055555.fna	5191738	83	62551.06	266452	246	10	2	104856	17	77048	29	40684	47
kaerogenes	GCF_001057945.fna	5231990	182	28747.2	194785	200	0	0	72372	23	40400	42	21506	75
kaerogenes	GCF_001058645.fna	5194847	198	26236.6	154158	200	14	1	55350	31	40085	54	18910	91
kaerogenes	GCF_001059975.fna	5012877	147	34101.2	174067	208	0	0	73033	23	54952	39	25935	66
kaerogenes	GCF_001071835.fna	5240625	1115	4700.11	57159	200	115	2	8697	183	5256	340	2373	626
kaerogenes	GCF_001472155.fna	5325433	54	98619.13	543830	541	0	0	187800	9	129445	15	82565	26
kaerogenes	GCF_001472275.fna	5303200	43	123330.23	602625	768	0	0	382116	6	212380	10	86643	18
kaerogenes	GCF_001472415.fna	4980163	44	113185.52	603309	569	0	0	313952	6	208356	10	85170	17
kaerogenes	GCF_001472725.fna	5560824	76	73168.74	571274	524	0	0	254042	8	175972	13	74279	23
kaerogenes	GCF_001472755.fna	5595319	75	74604.25	570872	564	0	0	250349	8	175704	14	83137	23
kaerogenes	GCF_001472935.fna	5648224	97	58229.11	472804	509	0	0	285560	8	197379	13	83579	21
kaerogenes	GCF_001473095.fna	5252025	69	76116.3	445762	591	0	0	345942	7	177591	12	79857	21
kaerogenes	GCF_001518035.fna	5265545	202	26067.05	201427	502	0	0	38932	39	27922	72	16400	121
kaerogenes	GCF_001518055.fna	5323227	178	29905.77	205672	518	0	0	49706	34	33778	60	17454	106
kaerogenes	GCF_001518115.fna	5352546	275	19463.8	134841	503	0	0	32601	52	21830	92	12900	155
kaerogenes	GCF_001518125.fna	5116089	122	41935.16	296688	601	0	0	70197	22	40437	41	25118	73
kaerogenes	GCF_001518435.fna	5272208	194	27176.33	162125	500	0	0	46016	37	31690	65	16276	111
kaerogenes	GCF_001518675.fna	5088936	168	30291.29	136914	509	0	0	48786	36	35899	59	16118	101
kaerogenes	GCF_001525245.fna	5136321	55	93387.65	523564	591	0	0	188512	8	129419	14	72831	25
kaerogenes	GCF_001525265.fna	5068335	57	88918.16	479943	526	0	0	188716	8	153852	14	78047	24
kaerogenes	GCF_001525505.fna	5068909	54	93868.69	480015	546	0	0	188801	8	155916	14	87143	23
kaerogenes	GCF_001559215.fna	5317141	1	5317141	5317141	5317141	0	0	5317141	1	5317141	1	5317141	1
kaerogenes	GCF_001571545.fna	5626434	2	2813217	5452368	174066	0	0	5452368	1	5452368	1	5452368	1
kaerogenes	GCF_001593585.fna	5297800	2	2648900	5215793	82007	0	0	5215793	1	5215793	1	5215793	1
kaerogenes	GCF_001631185.fna	5087973	120	42399.78	210163	609	0	0	70551	24	49440	41	22504	74
kaerogenes	GCF_001631215.fna	5169327	41	126081.15	577313	559	0	0	237169	8	202834	12	92908	21
kaerogenes	GCF_001631305.fna	5354272	146	36673.1	226436	502	0	0	67513	27	37468	48	20930	85
kaerogenes	GCF_001631315.fna	5354218	78	68643.82	266919	516	0	0	135309	16	82548	26	40553	44
kaerogenes	GCF_001631345.fna	5251933	116	45275.28	338545	512	0	0	83923	20	49607	37	25082	67
kaerogenes	GCF_001631565.fna	5394444	206	26186.62	168559	558	0	0	40191	45	26871	78	14861	128
kaerogenes	GCF_001631605.fna	5314398	87	61085.03	319742	524	0	0	110626	16	79629	27	42859	45
kaerogenes	GCF_001631645.fna	5409604	197	27459.92	153770	511	0	0	42005	43	30178	74	14010	124
kaerogenes	GCF_001631655.fna	5202318	67	77646.54	399136	540	0	0	127124	11	88688	21	47490	35
kaerogenes	GCF_001631725.fna	5144049	81	63506.78	236412	636	0	0	86937	18	68151	31	36672	51
kaerogenes	GCF_001631735.fna	5140355	74	69464.26	316793	1772	0	0	112390	13	66608	25	31600	45
kaerogenes	GCF_001631755.fna	5341449	159	33594.02	135137	512	0	0	51792	32	34192	58	20175	98
kaerogenes	GCF_001631815.fna	5259776	247	21294.64	132840	509	0	0	37011	47	24305	83	14289	140
kaerogenes	GCF_001631845.fna	5228996	78	67038.41	308892	521	0	0	149470	13	82287	23	47086	38
kaerogenes	GCF_001631895.fna	5072962	202	25113.67	131941	512	1	1	36551	44	25976	76	13477	127
kaerogenes	GCF_001649605.fna	5561052	37	150298.7	711015	910	0	0	396034	6	242717	9	83045	17
kaerogenes	GCF_001662695.fna	5584363	54	103414.13	2129971	200	7217	79	505714	3	399496	5	307803	8
kaerogenes	GCF_001662705.fna	5821782	57	102136.53	1016868	201	6329	78	464022	5	341860	8	103003	15
kaerogenes	GCF_001662715.fna	5637471	59	95550.36	1192197	219	10384	101	461836	4	361951	7	83820	13
kaerogenes	GCF_001662765.fna	5833521	58	100577.95	1079263	213	8528	101	505999	4	360757	7	103317	14
kaerogenes	GCF_001939895.fna	5018285	42	119482.98	523880	1064	0	0	250404	8	180359	13	85676	20
kaerogenes	GCF_001974865.fna	5218815	94	55519.31	1206333	252	36	36	567482	4	283736	6	88918	12
kaerogenes	GCF_002152895.fna	5314720	7	759245.71	5264286	1246	101033	58	5264286	1	5264286	1	5264286	1
kaerogenes	GCF_002152915.fna	5471311	11	497391.91	5410235	1250	168756	88	5410235	1	5410235	1	5410235	1
kaerogenes	GCF_002152925.fna	5249099	4	1312274.75	5228729	1330	67963	38	5228729	1	5228729	1	5228729	1
kaerogenes	GCF_002182075.fna	5243013	67	78253.93	504703	523	0	0	179116	9	154565	15	58200	27
kaerogenes	GCF_002184575.fna	5128218	54	94967	641995	527	0	0	182236	8	141805	14	78047	25
kaerogenes	GCF_002184625.fna	5213823	53	98374.02	495522	504	0	0	231024	7	169629	13	88639	21
kaerogenes	GCF_002185345.fna	5274166	52	101426.27	525992	517	0	0	402164	6	176189	10	73198	19
kaerogenes	GCF_002204605.fna	5262952	103	51096.62	768701	212	300	4	472330	5	382681	7	107779	12
kaerogenes	GCF_002591115.fna	5245455	1	5245455	5245455	5245455	0	0	5245455	1	5245455	1	5245455	1
kaerogenes	GCF_002796405.fna	5087312	1	5087312	5087312	5087312	0	0	5087312	1	5087312	1	5087312	1
kaerogenes	GCF_002796425.fna	5118619	1	5118619	5118619	5118619	0	0	5118619	1	5118619	1	5118619	1
kaerogenes	GCF_002796525.fna	5332334	2	2666167	5323040	9294	0	0	5323040	1	5323040	1	5323040	1
kaerogenes	GCF_002849555.fna	5204884	42	123925.81	1146570	503	0	0	491997	3	205669	7	83854	14
kaerogenes	GCF_002852865.fna	5190574	65	79854.98	715982	211	432	4	374384	6	214227	10	86239	18
kaerogenes	GCF_002863955.fna	5367271	213	25198.46	475176	301	0	0	154742	12	99805	20	40952	37
kaerogenes	GCF_002863975.fna	5185628	71	73037.01	520191	541	0	0	204626	8	141371	14	74099	24
kaerogenes	GCF_002891215.fna	5445724	8	680715.5	2823763	10122	0	0	2823763	1	1293798	2	376232	4
kaerogenes	GCF_002918815.fna	5268998	51	103313.69	763640	550	0	0	473664	5	228071	8	86639	15
kaerogenes	GCF_002948835.fna	5453672	6	908945.33	5264003	9294	0	0	5264003	1	5264003	1	5264003	1
kaerogenes	GCF_003057155.fna	5207795	64	81371.8	1013050	206	0	0	412039	5	399520	7	220105	11
kaerogenes	GCF_003057175.fna	5045017	70	72071.67	761365	203	0	0	507635	4	398500	6	194193	10
kaerogenes	GCF_003057195.fna	5190163	86	60350.73	759827	216	0	0	517456	4	377056	7	99929	11
kaerogenes	GCF_003057215.fna	5212564	112	46540.75	710707	226	0	0	249299	7	114772	13	55729	27
kaerogenes	GCF_003057225.fna	5176602	61	84862.33	723903	218	0	0	505287	5	377056	7	99929	12
kaerogenes	GCF_003057255.fna	5057421	78	64838.73	645668	203	0	0	485208	5	368987	7	111072	12
kaerogenes	GCF_003075515.fna	5011054	3	1670351.33	4811434	94011	0	0	4811434	1	4811434	1	4811434	1
kaerogenes	GCF_003225895.fna	5215064	5	1043012.8	5036280	1159	0	0	5036280	1	5036280	1	5036280	1
kaerogenes	GCF_003227775.fna	5503068	156	35276.08	274607	221	0	0	141011	14	85271	24	32542	46
kaerogenes	GCF_003227795.fna	5624668	156	36055.56	348629	233	0	0	93805	17	64010	31	35256	53
kaerogenes	GCF_003227835.fna	5548280	316	17557.85	228540	218	0	0	99012	19	63632	33	31248	55
kaerogenes	GCF_003400515.fna	5344444	297	17994.76	514442	205	0	0	194804	10	152603	16	77329	26
kaerogenes	GCF_003400785.fna	5072799	203	24989.16	454800	200	0	0	189390	8	154273	14	83666	23
kaerogenes	GCF_003400825.fna	5124891	218	23508.67	450014	201	0	0	176416	10	105159	18	73936	29
kaerogenes	GCF_003401085.fna	5064157	256	19781.86	518961	202	0	0	207642	8	128762	15	73087	25
kaerogenes	GCF_003401285.fna	5496867	1068	5146.88	633767	202	0	0	217174	9	138730	15	40632	28
kaerogenes	GCF_003401315.fna	5164016	311	16604.55	633766	206	0	0	217503	8	177778	13	71690	23
kaerogenes	GCF_003401425.fna	5199374	188	27656.24	591689	206	0	0	168212	11	104027	18	57422	30
kaerogenes	GCF_003401475.fna	5343511	165	32384.92	474036	205	0	0	195009	9	174527	14	83554	24
kaerogenes	GCF_003425735.fna	5256530	267	19687.38	1244531	203	0	0	729120	3	501880	5	84395	10
kaerogenes	GCF_003546885.fna	5400171	3	1800057	5387939	2938	0	0	5387939	1	5387939	1	5387939	1
kaerogenes	GCF_003812185.fna	5271709	5	1054341.8	5259024	1033	0	0	5259024	1	5259024	1	5259024	1
kaerogenes	GCF_003950535.fna	5169096	54	95724	513293	244	0	0	436574	6	341520	9	98735	14
kaerogenes	GCF_003950545.fna	5114869	65	78690.29	904644	251	0	0	562681	4	354487	7	143040	11
kaerogenes	GCF_003950575.fna	5394245	87	62002.82	591695	247	0	0	252860	8	175989	14	68494	24
kaerogenes	GCF_003950595.fna	5392896	83	64974.65	591553	254	0	0	247688	8	182350	13	51631	23
kaerogenes	GCF_003950615.fna	5299534	65	81531.29	1094270	254	0	0	751532	3	249297	6	93661	12
kaerogenes	GCF_003950635.fna	5400807	87	62078.24	507916	253	0	0	256734	9	182350	14	68494	23
kaerogenes	GCF_003951115.fna	5423878	131	41403.65	591949	254	0	0	285769	8	203225	12	79090	20
kaerogenes	GCF_003951125.fna	5399283	105	51421.74	587565	254	0	0	193680	10	124337	17	47005	31
kaerogenes	GCF_003951175.fna	5382186	70	76888.37	1559706	248	0	0	441641	3	349692	6	131926	10
kaerogenes	GCF_003951185.fna	5175732	44	117630.27	939257	242	0	0	483785	4	399432	6	137483	10
kaerogenes	GCF_003951195.fna	5399330	79	68345.95	664972	247	0	0	285769	7	193789	11	79089	19
kaerogenes	GCF_003951235.fna	5383610	70	76908.71	963330	251	0	0	515045	4	379209	7	87180	13
kaerogenes	GCF_003951245.fna	5381297	61	88217.98	1119446	242	0	0	437136	4	319245	7	87342	12
kaerogenes	GCF_003951535.fna	5396783	107	50437.22	507916	255	0	0	198616	10	162421	16	45195	30
kaerogenes	GCF_003951575.fna	5395635	84	64233.75	393110	247	0	0	203848	10	176954	15	68494	26
kaerogenes	GCF_003951605.fna	5116962	58	88223.48	1054346	255	0	0	443040	4	348118	7	99455	11
kaerogenes	GCF_003951615.fna	5393069	96	56177.8	591949	254	0	0	203305	8	107836	15	44502	30
kaerogenes	GCF_003951635.fna	5395976	92	58651.91	841641	253	0	0	290037	6	193789	11	68494	21
kaerogenes	GCF_003952035.fna	5394148	79	68280.35	664234	254	0	0	283459	7	190883	12	68494	22
kaerogenes	GCF_003952045.fna	5275381	57	92550.54	1036456	249	0	0	440524	4	307922	7	115917	14
kaerogenes	GCF_003952055.fna	5410306	83	65184.41	507918	253	0	0	283460	9	203225	13	79087	21
kaerogenes	GCF_003952105.fna	5412356	85	63674.78	507918	252	0	0	268198	9	193789	13	68494	22
kaerogenes	GCF_003952125.fna	5260679	87	60467.57	481445	240	0	0	243877	8	154583	13	84618	22
kaerogenes	GCF_003952145.fna	5393623	85	63454.39	507916	255	0	0	285769	8	182350	13	68494	23
kaerogenes	GCF_003952905.fna	5395890	94	57403.09	507916	254	0	0	252860	8	171536	14	51631	25
kaerogenes	GCF_003952915.fna	5127870	57	89962.63	912784	255	0	0	414459	5	376972	8	127231	12
kaerogenes	GCF_004127295.fna	5342086	58	92104.93	482320	313	0	0	209030	10	156199	16	73082	27
kaerogenes	GCF_004127305.fna	5342675	54	98938.43	482397	313	0	0	241232	8	162649	13	75734	23
kaerogenes	GCF_006517605.fna	5232546	144	36337.12	260446	200	0	0	96725	19	60283	32	30383	56
kaerogenes	GCF_006874725.fna	5062651	1	5062651	5062651	5062651	0	0	5062651	1	5062651	1	5062651	1
kaerogenes	GCF_007558345.fna	5210800	39	133610.26	1187128	203	0	0	567038	4	471539	6	188699	9
kaerogenes	GCF_007558425.fna	5264256	49	107433.8	1187127	203	0	0	485795	4	315312	6	87950	11
kaerogenes	GCF_007558485.fna	5264001	48	109666.69	1187124	224	0	0	572801	4	471746	6	87950	10
kaerogenes	GCF_007558625.fna	5215869	46	113388.46	1187128	203	0	0	485885	4	315296	6	188699	10
kaerogenes	GCF_007558645.fna	5215577	43	121292.49	1187128	224	0	0	485885	4	315312	6	188699	10
kaerogenes	GCF_007558665.fna	5215241	46	113374.8	1187128	203	0	0	485885	4	315312	6	188699	10
