Genome,Scheme,ST,abcZ,bglA,cat,dapE,dat,ldh,lhkA,CC,Lineage
GCF_003011315.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011335.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011355.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003011375.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011395.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011415.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011435.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011445.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011475.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011495.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011515.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011535.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003011555.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003011575.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003011585.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011615.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011635.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003011655.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011675.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011695.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011715.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011735.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011755.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003011795.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003020625.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003020645.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003020665.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003030165.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_003030405.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_003031895.fna.gz,lmonocytogenes,145,1,1,11,11,2,12,5,CC2,I
GCF_003031915.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_003031935.fna.gz,lmonocytogenes,101,7,15,15,8,6,14,9,CC101,II
GCF_003031955.fna.gz,lmonocytogenes,222,21,6,15,8,6,2,14,CC90,II
GCF_003031975.fna.gz,lmonocytogenes,199,9,10,15,6,8,26,1,CC199,II
GCF_003032055.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_003032075.fna.gz,lmonocytogenes,510,6,5,6,4,1,200,1,CC9,II
GCF_003043895.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003045185.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045205.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045225.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045255.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045285.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045305.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045325.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045345.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045365.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045385.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045405.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045425.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045445.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045465.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045485.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045505.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045525.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045545.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045565.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045585.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045605.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003045625.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003054735.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_003054915.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003057495.fna.gz,lmonocytogenes,194,3,18,27,3,4,1,5,CC315,I
GCF_003097415.fna.gz,lmonocytogenes,91,7,6,15,6,5,2,1,CC14,II
GCF_003097435.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003097455.fna.gz,lmonocytogenes,517,11,3,4,26,3,1,4,CC517,I
GCF_003121665.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003121685.fna.gz,lmonocytogenes,240,2,1,1,17,2,1,3,CC240,I
GCF_003129705.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003129725.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003129735.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003129765.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003129775.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003129785.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003129825.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003129845.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003129865.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003129875.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003144075.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003173095.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003173105.fna.gz,lmonocytogenes,35,6,5,6,20,1,4,1,CC9,II
GCF_003173135.fna.gz,lmonocytogenes,35,6,5,6,20,1,4,1,CC9,II
GCF_003173145.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003173165.fna.gz,lmonocytogenes,2424,4,425,4,3,2,90,5,CC3,I
GCF_003173195.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_003173215.fna.gz,lmonocytogenes,568,85,75,94,102,61,231,76,ST568,IV
GCF_003186815.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_003186835.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_003186845.fna.gz,lmonocytogenes,551,5,6,88,29,5,3,1,CC8,II
GCF_003186885.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003186895.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_003186925.fna.gz,lmonocytogenes,643,5,7,3,5,1,26,6,CC37,II
GCF_003186945.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_003186965.fna.gz,lmonocytogenes,643,5,7,3,5,1,26,6,CC37,II
GCF_003186985.fna.gz,lmonocytogenes,1217,8,6,8,8,6,37,1,CC121,II
GCF_003187005.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_003187025.fna.gz,lmonocytogenes,330,34,39,11,60,3,1,2,CC288,I
GCF_003187045.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003187055.fna.gz,lmonocytogenes,217,1,9,1,3,7,5,3,CC217,I
GCF_003187085.fna.gz,lmonocytogenes,395,7,14,63,6,1,26,1,CC395,II
GCF_003187105.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003187115.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003187145.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003187155.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003187185.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003187205.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003187225.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003187235.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003187265.fna.gz,lmonocytogenes,392,2,4,12,3,3,94,2,CC392,I
GCF_003187285.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003187295.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_003187325.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_003187345.fna.gz,lmonocytogenes,145,1,1,11,11,2,12,5,CC2,I
GCF_003187355.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_003187385.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003187405.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003187425.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003187435.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003187465.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003187475.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003187485.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003187525.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003187535.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003187565.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003187585.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003187645.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003187805.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003187815.fna.gz,lmonocytogenes,226,7,10,17,6,1,96,1,CC226,II
GCF_003187985.fna.gz,lmonocytogenes,360,7,6,17,6,5,2,1,CC14,II
GCF_003188025.fna.gz,lmonocytogenes,226,7,10,17,6,1,96,1,CC226,II
GCF_003188065.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003188145.fna.gz,lmonocytogenes,360,7,6,17,6,5,2,1,CC14,II
GCF_003188185.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003188195.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003188265.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003188385.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003188425.fna.gz,lmonocytogenes,145,1,1,11,11,2,12,5,CC2,I
GCF_003188435.fna.gz,lmonocytogenes,145,1,1,11,11,2,12,5,CC2,I
GCF_003188505.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_003188645.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_003188685.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_003188745.fna.gz,lmonocytogenes,19,7,6,19,6,1,24,1,CC19,II
GCF_003188825.fna.gz,lmonocytogenes,19,7,6,19,6,1,24,1,CC19,II
GCF_003188835.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003188945.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003189005.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003189065.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003189125.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003189205.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_003189245.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_003189325.fna.gz,lmonocytogenes,451,7,5,10,21,1,4,1,CC11,II
GCF_003189405.fna.gz,lmonocytogenes,451,7,5,10,21,1,4,1,CC11,II
GCF_003189465.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003189525.fna.gz,lmonocytogenes,145,1,1,11,11,2,12,5,CC2,I
GCF_003189535.fna.gz,lmonocytogenes,-,5,6,2,29,5,3,-,,
GCF_003189625.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003189685.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003189785.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003189805.fna.gz,lmonocytogenes,376,5,5,3,6,1,2,1,ST376,II
GCF_003189865.fna.gz,lmonocytogenes,376,5,5,3,6,1,2,1,ST376,II
GCF_003189945.fna.gz,lmonocytogenes,19,7,6,19,6,1,24,1,CC19,II
GCF_003190005.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_003190045.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_003190105.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_003190205.fna.gz,lmonocytogenes,321,5,6,8,62,6,7,34,CC321,II
GCF_003190345.fna.gz,lmonocytogenes,145,1,1,11,11,2,12,5,CC2,I
GCF_003190385.fna.gz,lmonocytogenes,71,18,11,21,24,17,35,13,CC131,III
GCF_003190395.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_003190405.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_003190625.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_003190665.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003190725.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_003190735.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_003190825.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_003190865.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003190965.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003190975.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003191065.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003191085.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003191165.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003191265.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_003191285.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003191365.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_003191425.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_003191465.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003191505.fna.gz,lmonocytogenes,199,9,10,15,6,8,26,1,CC199,II
GCF_003191625.fna.gz,lmonocytogenes,1020,7,10,16,7,5,344,1,CC155,II
GCF_003191685.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003265045.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003265055.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_003265065.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003265075.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003265125.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003268755.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003344525.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_003344725.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003344745.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003384055.fna.gz,lmonocytogenes,364,7,10,8,7,1,26,1,ST364,II
GCF_003388775.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003388795.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003388815.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003388825.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003388855.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003388865.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003388885.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003390115.fna.gz,lmonocytogenes,5,2,1,11,3,3,1,7,CC5,I
GCF_003390155.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_003390165.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_003390195.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_003390205.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_003390235.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_003390255.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_003390275.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_003390475.fna.gz,lmonocytogenes,145,1,1,11,11,2,12,5,CC2,I
GCF_003409075.fna.gz,lmonocytogenes,328,3,1,1,1,3,131,3,CC1,I
GCF_003417825.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003417835.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_003418065.fna.gz,lmonocytogenes,563,84,75,92,101,59,227,73,ST563,IV
GCF_003418085.fna.gz,lmonocytogenes,557,27,54,64,74,22,157,55,CC396,III
GCF_003418125.fna.gz,lmonocytogenes,554,2,1,9,1,3,5,5,CC554,I
GCF_003418165.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003418175.fna.gz,lmonocytogenes,29,15,10,18,18,1,3,1,CC29,II
GCF_003418535.fna.gz,lmonocytogenes,554,2,1,9,1,3,5,5,CC554,I
GCF_003418585.fna.gz,lmonocytogenes,11,7,6,10,6,1,2,1,CC11,II
GCF_003433415.fna.gz,lmonocytogenes,308,3,1,1,1,18,1,3,CC1,I
GCF_003433435.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003433455.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003433475.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003433495.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003433535.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003433575.fna.gz,lmonocytogenes,292,57,6,2,29,5,3,1,CC8,II
GCF_003433595.fna.gz,lmonocytogenes,120,5,6,2,29,5,3,1,CC8,II
GCF_003586565.fna.gz,lmonocytogenes,2367,1,2,12,3,2,629,3,CC4,I
GCF_003586575.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_003586625.fna.gz,lmonocytogenes,9,6,5,6,4,1,4,1,CC9,II
GCF_003586635.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_003586665.fna.gz,lmonocytogenes,226,7,10,17,6,1,96,1,CC226,II
GCF_003586685.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003586705.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_003586715.fna.gz,lmonocytogenes,1303,7,7,3,10,5,423,1,CC21,II
GCF_003586745.fna.gz,lmonocytogenes,1306,7,7,10,4,5,422,1,CC403,II
GCF_003586765.fna.gz,lmonocytogenes,350,3,1,1,1,3,10,3,CC1,I
GCF_003586775.fna.gz,lmonocytogenes,517,11,3,4,26,3,1,4,CC517,I
GCF_003586805.fna.gz,lmonocytogenes,36,16,5,8,7,13,4,1,ST36,II
GCF_003586825.fna.gz,lmonocytogenes,3,4,4,4,3,2,1,5,CC3,I
GCF_003586835.fna.gz,lmonocytogenes,37,5,7,3,5,1,8,6,CC37,II
GCF_003586865.fna.gz,lmonocytogenes,16,5,6,2,7,5,2,1,CC8,II
GCF_003586885.fna.gz,lmonocytogenes,325,7,14,10,19,1,8,1,CC31,II
GCF_003586905.fna.gz,lmonocytogenes,21,7,7,3,10,5,6,1,CC21,II
GCF_003586915.fna.gz,lmonocytogenes,748,7,14,10,19,1,269,1,CC31,II
GCF_003586945.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003586965.fna.gz,lmonocytogenes,1300,5,8,5,7,6,419,1,CC7,II
GCF_003586985.fna.gz,lmonocytogenes,1288,1,2,12,3,2,418,3,CC4,I
GCF_003587005.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003587025.fna.gz,lmonocytogenes,1286,1,1,12,17,2,9,3,CC54,I
GCF_003587045.fna.gz,lmonocytogenes,746,3,1,1,1,3,59,3,CC1,I
GCF_003587065.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003587075.fna.gz,lmonocytogenes,477,6,5,6,4,1,183,1,CC9,II
GCF_003587105.fna.gz,lmonocytogenes,7,5,8,5,7,6,2,1,CC7,II
GCF_003587115.fna.gz,lmonocytogenes,754,5,10,8,21,6,272,1,CC26,II
GCF_003587135.fna.gz,lmonocytogenes,1318,15,10,18,18,1,416,1,CC29,II
GCF_003587165.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003587185.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003587195.fna.gz,lmonocytogenes,403,7,7,10,4,5,24,1,CC403,II
GCF_003587225.fna.gz,lmonocytogenes,740,5,10,17,20,1,265,1,CC177,II
GCF_003587235.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003587265.fna.gz,lmonocytogenes,1290,1,9,1,3,7,430,3,CC217,I
GCF_003587285.fna.gz,lmonocytogenes,742,5,6,2,9,5,233,1,CC8,II
GCF_003587295.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_003587325.fna.gz,lmonocytogenes,743,5,6,2,9,5,268,1,CC8,II
GCF_003587345.fna.gz,lmonocytogenes,1295,5,6,2,9,5,412,1,CC8,II
GCF_003587355.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003587385.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003587405.fna.gz,lmonocytogenes,1294,5,6,2,9,5,411,1,CC8,II
GCF_003587425.fna.gz,lmonocytogenes,1299,5,7,6,4,5,183,1,CC204,II
GCF_003587445.fna.gz,lmonocytogenes,1317,11,3,4,26,3,23,4,CC517,I
GCF_003587465.fna.gz,lmonocytogenes,130,19,17,22,25,15,68,12,CC69,III
GCF_003587485.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_003587505.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_003587515.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_003587545.fna.gz,lmonocytogenes,307,7,29,8,4,1,2,1,CC307,II
GCF_003587565.fna.gz,lmonocytogenes,121,7,6,8,8,6,37,1,CC121,II
GCF_003587575.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_003587605.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_003587625.fna.gz,lmonocytogenes,2,1,1,11,11,2,1,5,CC2,I
GCF_003587635.fna.gz,lmonocytogenes,1298,5,6,2,9,5,428,1,CC8,II
GCF_003587665.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003587685.fna.gz,lmonocytogenes,1297,5,6,2,9,5,416,1,CC8,II
GCF_003587695.fna.gz,lmonocytogenes,1315,9,10,15,6,8,427,1,CC199,II
GCF_003587725.fna.gz,lmonocytogenes,1308,7,13,19,6,1,426,1,CC19,II
GCF_003587745.fna.gz,lmonocytogenes,727,3,1,1,1,3,17,3,CC1,I
GCF_003587765.fna.gz,lmonocytogenes,336,7,7,3,10,5,140,1,CC21,II
GCF_003587785.fna.gz,lmonocytogenes,6,3,9,9,3,3,1,5,CC6,I
GCF_003587805.fna.gz,lmonocytogenes,1291,3,1,1,1,3,425,3,CC1,I
GCF_003587825.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_003587845.fna.gz,lmonocytogenes,375,7,6,13,8,1,96,6,CC375,II
GCF_003587855.fna.gz,lmonocytogenes,59,11,1,12,16,3,1,7,CC59,I
GCF_003587885.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003587905.fna.gz,lmonocytogenes,1285,1,1,11,11,2,105,5,CC2,I
GCF_003587915.fna.gz,lmonocytogenes,1302,7,7,3,10,5,172,1,CC21,II
GCF_003587945.fna.gz,lmonocytogenes,1,3,1,1,1,3,1,3,CC1,I
GCF_003587965.fna.gz,lmonocytogenes,26,5,10,8,21,6,2,1,CC26,II
GCF_003587985.fna.gz,lmonocytogenes,204,5,7,6,4,5,4,1,CC204,II
GCF_003588005.fna.gz,lmonocytogenes,1289,1,2,12,3,2,424,3,CC4,I
GCF_003588015.fna.gz,lmonocytogenes,4,1,2,12,3,2,5,3,CC4,I
GCF_003588045.fna.gz,lmonocytogenes,155,7,10,16,7,5,2,1,CC155,II
GCF_003588065.fna.gz,lmonocytogenes,586,15,10,18,18,1,233,1,CC29,II
GCF_003588085.fna.gz,lmonocytogenes,683,5,5,17,124,39,2,6,CC415,II
GCF_003588095.fna.gz,lmonocytogenes,8,5,6,2,9,5,3,1,CC8,II
GCF_003588125.fna.gz,lmonocytogenes,451,7,5,10,21,1,4,1,CC11,II
